date,AAI,CH4,CO,HCHO,NO2,O3,SO2
19/01/20,-2.17377166313181,,0.0380037311506371,9.46493700277852e-05,5.53820179548164e-05,0.138884791753285,
20/01/20,-1.96843289640122,,,0.0001456052095374,5.18258728696016e-05,0.132331842305762,
21/01/20,-0.758021175525279,,0.0417624360760482,0.0001488845222984,6.12672090606168e-05,0.133035334167145,
22/01/20,-0.957313060772576,,0.0414307691891399,0.0001443957181511,6.67155808428249e-05,0.132432923577776,
23/01/20,-1.5808096699811,,0.037351846822137,0.000145507522703,5.01468314841003e-05,0.129279234987923,
24/01/20,-1.63295293898042,,0.0349993400948813,8.0189463806654e-05,4.35065475893599e-05,0.126531173674662,
25/01/20,-1.95745300398296,,0.039485038712129,0.0001564680271949,6.99920623423961e-05,0.125334495934004,
26/01/20,-1.58164466978778,,0.0403568255800549,0.000175188686396,7.33680510118629e-05,0.123376868644366,
27/01/20,-0.795747528691059,,0.0422122295442534,0.0001230394519012,6.91413848126715e-05,0.12392801931136,
28/01/20,-0.696391613633061,,0.042643198110447,0.0001731562326054,5.80003102567042e-05,0.122940672150124,
29/01/20,-1.85820134992976,,0.0387855799430285,0.0001505536831833,9.72413029067759e-05,0.126817495444389,
30/01/20,-1.95813394581773,,0.0349314593570532,7.04324973489967e-05,4.13545673844047e-05,0.125705993340812,
31/01/20,-1.9869287884401,,0.0380900587520869,0.0001083007584539,5.57826458836283e-05,0.120775633778406,
02/02/20,-1.45977284413432,,0.0383216510531103,3.90418175741945e-05,5.17442643733355e-05,0.116026096515594,
03/02/20,-1.67086802611663,,0.041765953097516,0.0001974084201145,5.97264661923194e-05,0.126296745757797,
04/02/20,-1.98747436765584,,0.042397949181406,0.0001893725172003,5.75906500286382e-05,0.135278864749133,
05/02/20,-2.23156313636196,,0.0432283979464836,0.0001812270922598,7.21586530392207e-05,0.130539929777877,
06/02/20,-1.68892509890846,,0.0397557875673431,0.0002113825723207,5.66248705629471e-05,0.134719071071991,
07/02/20,-0.597503633742181,,0.0473070940224754,0.0001607264201604,6.16964096027548e-05,0.140972090844611,
08/02/20,-1.67793277330458,,0.0411630233430178,0.0001674668378521,4.96851729828886e-05,0.14088964046062,
09/02/20,-1.92719072575117,,0.0413461183151116,0.0001487489268035,5.96474886212706e-05,0.134763345478927,
10/02/20,-2.07927525354254,,0.0418414384504797,0.0002143963746562,6.4570018419919e-05,0.125442507940122,
11/02/20,-1.60984047138065,,0.0436799285723363,0.000196563004147,8.31818106521464e-05,0.122033131538436,
12/02/20,-0.83918075996242,,0.0423789893896253,0.0001173461084613,5.38509108707487e-05,0.12020623762809,
13/02/20,-1.34254547444934,,0.040629435125569,6.9628910216983e-05,3.97218307211467e-05,0.122694254215406,
14/02/20,-1.41753060987235,,0.0367564235146907,0.0001056616972563,4.95432875154161e-05,0.128623311625142,
16/02/20,-1.67378927046566,,0.0369270286481493,0.0001116018784586,5.43266551103769e-05,0.134480597376487,
17/02/20,-1.48162973023426,,0.0364636503925056,0.0002302397336211,5.05211977843925e-05,0.135072619803544,
18/02/20,-1.08862229403516,,0.0358742329532365,3.06334042453571e-05,5.49437960422206e-05,0.134550699703535,
19/02/20,-1.19015436537416,,0.0423793065107581,0.0001720921479931,3.66557786812082e-05,0.137369168699105,
20/02/20,-1.46204043369219,,0.0428336004511242,0.0001876515270298,4.30078518406867e-05,0.148978266106142,
21/02/20,0.0693418730497923,,0.0502610617229563,5.89591682348555e-05,,0.14593050950927,
22/02/20,-0.70258436598957,,0.0507607856663552,0.0001425268544496,,0.138426265386754,
23/02/20,-0.774721623305744,,0.0460378118352211,0.0001187146481616,3.88737600424082e-05,0.137317421900385,
24/02/20,-1.71347098814562,,0.0421453918883189,0.0001632451408502,5.68202724319554e-05,0.140598561523586,
25/02/20,-1.76506829969532,,0.0432908908595831,0.0001856386451195,4.67217180056155e-05,0.143274137358884,
26/02/20,-1.80365168245858,,0.044163568537104,0.0002400181482985,4.82648407874677e-05,0.132735684866586,
27/02/20,-1.88709299164539,,0.0443833127062836,0.0002356645144164,4.87384410743423e-05,0.125229628954454,
28/02/20,-0.494448043570576,,0.0411735974105895,0.0002237549223998,3.94165360908857e-05,0.129772816160034,
29/02/20,-0.833040477934974,,0.0451978545977437,0.0001865535608719,3.25043646210856e-05,0.132744275333277,
01/03/20,-1.55530246346454,,0.0393745963669213,0.0001322124644855,3.76361921500317e-05,0.136014711758468,
02/03/20,-1.74107516313127,,0.0419218090632016,0.0002420787254953,5.52125037307014e-05,0.129663179396784,
03/03/20,-1.89518558014252,,0.0428089767986742,0.0002639907965328,6.04236929328266e-05,0.123870452639674,
04/03/20,-1.14088908709938,,0.0493993051350116,0.000151137799265,3.97454272146926e-05,0.127568221012583,
05/03/20,-0.831153288239264,,0.0362563008962529,5.56471680804553e-05,3.05990554139028e-05,0.128409902904566,
06/03/20,-1.08356121146333,,0.0365388086953077,0.0001087625791032,3.61771345763353e-05,0.134194152584273,
07/03/20,-1.53643211277759,,0.0383526262503502,1.61731919275599e-05,1.96085042640581e-05,0.132071741750802,
08/03/20,-1.75576006249601,,0.0353345232038352,0.000205657658076,5.53583130481776e-05,0.131780303073112,
09/03/20,-1.49988666262873,,0.0336196825806932,0.0001246748259431,3.19314803675289e-05,0.134023588858773,
10/03/20,-0.824589138104647,,0.0353711272236716,0.0002730873071559,5.01660630839277e-05,0.131742275495077,
12/03/20,-1.39268165802857,,0.0346671429913253,8.81414684081534e-05,3.32481382911706e-05,0.134191366145314,
13/03/20,-0.577846633897159,,0.0410070732879491,0.0002324147638709,5.02078031445317e-05,0.150186096685463,
15/03/20,-0.787395379042196,,0.0438684209360485,0.000184145674837,5.14460373540363e-05,0.139810098083977,
16/03/20,-1.34379632280438,,0.0404138441262583,0.0001851800352493,5.36998559870722e-05,0.138922453796627,
17/03/20,-1.04424104032641,,0.0382346129984316,0.0001429237908103,4.0730156753523e-05,0.141352111640619,
18/03/20,-1.47078727565963,,0.0368677018916877,0.000168257762361,4.26475417374419e-05,0.143554348794282,
19/03/20,-1.5613252129692,,0.0393998859783734,0.0001982639378197,3.95203383851799e-05,0.148946739198544,
20/03/20,-1.58974596227361,,0.0382110652605567,0.0002394200869522,4.49708127979067e-05,0.145039787192715,
21/03/20,-0.674941754368005,,0.0403255538742559,0.0001799583441769,4.50690685310766e-05,0.138397619477357,
22/03/20,-1.09105334540233,,0.0421456224595609,0.0001617103589641,3.80212006131949e-05,0.13662988666317,
23/03/20,-1.3385979928106,,0.0414617321859654,0.0001544212016187,5.0959735776067e-05,0.135805642174019,
24/03/20,-1.63419222475566,,0.0411061788712249,0.0002635739789147,2.90063067352717e-05,0.133562894673649,
25/03/20,-1.38805170431508,,0.038739347373324,0.0001332680908816,2.38411340601894e-05,0.128132534168257,
26/03/20,-1.01257696524114,,,-3.05147026323307e-05,,0.126296678508108,
27/03/20,-1.30800520601569,,0.0378210106676401,9.41673357206138e-05,3.42154670692721e-05,0.130017345375828,
28/03/20,-1.0767088312759,,0.0345469151188826,9.3226654775369e-05,2.35112541316533e-05,0.129922135798664,
29/03/20,-1.35351420800373,,0.034926451999168,0.0001707851838862,2.07931267727961e-05,0.135080955958798,
30/03/20,-1.38314277242635,,0.0378770762792306,0.0001651284971517,1.99454501777568e-05,0.132384068742575,
31/03/20,-0.459347806462041,,,0.0001403797612592,3.06467756332462e-05,0.132916698005481,
01/04/20,-0.595593784273127,,0.0413155856336245,0.0002215597898309,3.40972226843448e-05,0.131841240626565,
02/04/20,-1.01138349795057,,0.035958919358896,0.0001045113331138,2.40306999812359e-05,0.13355303498301,
03/04/20,-0.98220009946319,,0.0354604529550276,0.0001446630313753,2.66688630623479e-05,0.133219640771575,
04/04/20,-1.50024565051863,,0.0376090625061162,0.0001619342446675,,0.131772378903994,
05/04/20,-2.16774904910002,,0.03925493756017,0.0001775924678002,2.93539661615353e-05,0.132599246916117,
06/04/20,-0.413875146441022,,0.0389002479035492,0.0001891705692935,2.51739160927507e-05,0.132639816571392,
07/04/20,-0.132743874647982,,0.0371208470035376,0.0001269023459703,1.91786488293827e-05,0.135326592230646,
08/04/20,-0.666970367711037,,0.0368358982619815,0.0001846843815929,2.33617388464762e-05,0.138570028201354,
09/04/20,-1.00917672389056,,0.036655903157691,0.0001305379964428,2.32781431402964e-05,0.133844185523775,
10/04/20,-0.889737069737018,,0.0385170243865674,0.0002045712205129,2.00196060893268e-05,0.138239578643574,
11/04/20,-0.231748202013983,,0.0413688910025744,0.000254565773228,3.07564278993512e-05,0.138742411913242,
12/04/20,-0.593445170791067,,0.0349925136531717,0.0001462299093875,2.50338606847775e-05,0.135730524136719,
13/04/20,-0.078169351421256,,0.035836069913175,0.0001404756284459,3.04332032240449e-05,0.13124336607099,
14/04/20,-0.58857108887046,,0.0397129415528515,0.0002515604211381,3.98058184762772e-05,0.132154608865709,
15/04/20,-0.573680512238691,,0.0359465888420471,0.0001696194588911,3.77024052443808e-05,0.131927662974487,
16/04/20,-0.42524344799751,,0.0394610076657571,0.0001651475101404,3.40888026750261e-05,0.127878081935349,
17/04/20,-0.267420861181194,,0.0416629491633977,0.000174177343644,4.54026683956324e-05,0.129168939842846,
18/04/20,-0.421600440398493,,0.0401597931220266,0.0001419681419029,3.53878715991147e-05,0.132566621654432,
19/04/20,-0.759988673336956,,0.037508531627145,0.0001503149049614,3.71223821681062e-05,0.139263378534591,
20/04/20,-2.05791491685115,,0.0364000266782018,0.0001431486841166,1.86831205193532e-05,0.140457484144217,
21/04/20,-1.68347438755685,,0.0418672081732655,0.0002722100306191,5.14028912484922e-05,0.133875856044713,
22/04/20,-0.419326334075341,,0.0410115139658275,0.0001633838867077,4.31814296528031e-05,0.130355549931744,
23/04/20,-0.626121043597523,,0.0356319431866871,0.0001539681242373,3.51446957244926e-05,0.131877506121848,
24/04/20,-0.716740804254624,,0.0395161191962725,0.0001950065935932,4.28528032162367e-05,0.132180126292346,
25/04/20,-1.2220541197037,,0.0383985604068182,0.0001869325604046,5.70759977794147e-05,0.13432855264316,
26/04/20,-1.22999049929968,,0.0425564595740517,0.0002474985059309,6.28773709793992e-05,0.132559447486885,
27/04/20,-0.979225336791474,,0.0409850869614358,0.0002259245724247,5.3272665985982e-05,0.133088426993817,
28/04/20,-1.10097907547786,,0.0452861995403312,0.0001971792253897,4.56664132163918e-05,0.133975357873793,
29/04/20,-0.78622541624312,,0.0422169034867358,0.0002396356440555,4.87562160202165e-05,0.13161050702483,
30/04/20,-0.604828425058302,,0.0443674305532431,0.0003162732356067,5.96493420702401e-05,0.13341896613707,
01/05/20,-0.273531132220346,,0.0456382393448125,0.0003030561054683,5.616450526829e-05,0.131905560110306,
02/05/20,-0.0325238499519367,,0.0418333336511774,0.0002833374621985,4.58778307815923e-05,0.128994414653613,
03/05/20,-0.418621392747282,,0.0415597372413909,0.0001441245802306,3.32391059566496e-05,0.132315537249288,
04/05/20,-0.96269536699217,,0.0396829155378759,0.0002345998383387,4.97612288672097e-05,0.134136180262265,
05/05/20,-1.17492271230955,,0.0412760859794398,0.0002579602317992,4.89969777825512e-05,0.139818891660221,
06/05/20,-1.34714001607281,,,-2.99188108898409e-05,,0.134697506213117,
07/05/20,-0.815040565027062,,0.0380899379317021,0.0001973117373311,4.13934842542003e-05,0.131350258259396,
08/05/20,-0.149784749060676,,0.0406601667192921,0.0002433649361292,4.42443651622877e-05,0.133797853870415,
09/05/20,0.0393206458386996,,0.0462351853499772,0.0002109785598096,4.51303964243023e-05,0.134976141410239,
10/05/20,-0.887796055146584,,0.0503187661693959,0.0003829371019815,5.65887413859742e-05,0.138061405385096,
11/05/20,-1.17447552876607,,0.0449470725502885,-2.96774436834262e-05,3.27989613587649e-05,0.133527495957348,
12/05/20,-0.895659620430444,,0.0412789095764701,0.0001649448981088,3.54488674625227e-05,0.131605472950986,
13/05/20,-1.07983757469776,,0.0417973007412148,0.0002077483341204,4.11064251501778e-05,0.132150610046085,
14/05/20,-0.250110247823095,,0.0390727965938456,0.0001871823782838,5.34731762175669e-05,0.129247705718043,
15/05/20,-0.262785842614376,,0.0383196382190514,0.0002604236847595,6.1124467718333e-05,0.131460527514697,
16/05/20,-0.446810190490326,,0.0397276728323702,0.0002489045339042,5.40290720775312e-05,0.130135501625769,
17/05/20,-1.26270945276154,,0.0448343158672213,0.0002775488675907,4.71898264516917e-05,0.130888262279673,
18/05/20,0.233521737285397,,0.0426323295752566,0.0002256298578526,4.51154589647087e-05,0.131968168236825,
19/05/20,0.144442099336829,,0.045658438278757,0.0002989351623557,5.2672817715816e-05,0.131276731289668,
20/05/20,-0.131403012328345,,0.0431212398136712,0.0002451301914265,6.27856333460776e-05,0.127391112301907,
21/05/20,-0.124108216534127,,0.0381203366265718,0.0002480762762109,5.36943982460445e-05,0.122682931572656,
22/05/20,-0.425198388928476,,0.0427810766363038,0.000259866460701,4.46685446896404e-05,0.121221188634679,
23/05/20,-0.091787148918817,,0.0353129710034153,0.0002790674787184,2.63378555105059e-05,0.12111477297076,
24/05/20,0.0591751391710614,,0.036932363422258,0.0001844808795781,3.8196481111156e-05,0.125435841364379,
25/05/20,-0.103939988884674,,0.0394629270673808,0.0002307292161935,3.79796427376142e-05,0.12528398275951,
26/05/20,-0.048554522131337,,0.0346625690803366,0.0001853776646674,4.07098784489967e-05,0.124932842615195,
27/05/20,0.193593440320217,,0.0379204387903192,0.0002153711095671,4.45903048053215e-05,0.123867098776739,
28/05/20,0.317574165707782,,0.0387084656050268,0.0002067847831558,4.47234809224121e-05,0.123558547832568,
29/05/20,0.369796040376667,,0.0374728838103073,0.0002175126000423,5.17236616056741e-05,0.125452952576884,
30/05/20,-0.102164366177879,,0.0381581990377395,0.0002467411682099,4.73827403047825e-05,0.128219959776655,
31/05/20,-0.902100319279799,,0.0379677637583074,0.0001611180266545,4.79357404302425e-05,0.130926751355614,
01/06/20,-0.765821501870515,,0.0363516395292903,0.0002709887235725,4.78986497151211e-05,0.12956271994799,
02/06/20,-1.05908295783635,,0.0388529386783786,0.0002577547122261,5.37542908098481e-05,0.129530108174993,
03/06/20,-0.856901310297047,,0.039918913347512,0.0003075043593281,4.63454098752229e-05,0.12794190663876,
04/06/20,-0.657719141221657,,,0.0003668306185629,,0.123967521693,
05/06/20,-1.32741867508656,,0.0389288685495995,0.000220333318551,4.39135389071253e-05,0.126530543909035,
06/06/20,-1.44423975633848,,0.038936634667304,0.000203347002952,4.38070138350484e-05,0.127304813409752,
07/06/20,-1.07982177201322,,0.037929545638025,0.0002281168533616,4.753501110002e-05,0.125394585838283,
08/06/20,-1.14703916356423,,0.039621072510761,0.0002366120552378,5.04506613219887e-05,0.126320097543527,
09/06/20,-0.427527133466971,,0.0348010948505412,0.0002096434735314,3.79653443569489e-05,0.125967253971678,
10/06/20,-0.552546180655622,,0.0341850508715496,0.000225521800083,4.21189253603962e-05,0.126661861954423,
11/06/20,-0.504841276538009,,0.0349984840466763,0.0002032954155914,5.23170070191088e-05,0.12671430617536,
12/06/20,-1.23405718901015,,0.0419307869636296,0.000338690322382,5.10989669552266e-05,0.126754438099051,
13/06/20,-1.12821841092842,,0.0423620622029479,0.0002453521520593,3.81134890092007e-05,0.123642008958413,
14/06/20,-0.658653231935375,,0.0419265287955908,0.0003363018416471,5.23856539292034e-05,0.127070920755066,
15/06/20,-0.830902427123923,,0.0386785556408385,0.0003064304431196,4.77219466732314e-05,0.128052871668428,
16/06/20,-0.431066892497313,,0.0412871281548473,0.0002994668276372,5.87197924480737e-05,0.125347153270078,
17/06/20,-0.635853362038408,,0.0414968867725423,0.0003402665431951,5.70721769829738e-05,0.125893323057691,
18/06/20,-0.113082091864816,,0.039581107350797,0.0002877853768335,5.09023849500632e-05,0.126158486644591,
19/06/20,1.25680268118614,,0.0359914961832727,0.0002410288053274,4.64873519227903e-05,0.12628924315074,
20/06/20,0.318047427571921,,0.0353378560010297,0.0002317394617524,4.60192915083429e-05,0.126342142226523,
21/06/20,,,,0.0002337475033313,,0.126455555058163,
22/06/20,-1.26407792396533,,0.0415248357781263,0.0002548649793934,5.18371254789616e-05,0.127370399100996,
23/06/20,-1.79875089262694,,0.038817894784198,0.0002215580393743,4.08261045697361e-05,0.126251479601604,
24/06/20,-1.92084081855883,,0.0417078790731386,0.0002930561272057,5.13529470596662e-05,0.124654876865123,
25/06/20,-0.777054353030715,,0.0369821379494208,0.0001742071244481,3.33158836358593e-05,0.125226175483312,
26/06/20,-0.80348596450437,,0.0347507927714428,0.0002348489924787,4.39141821559871e-05,0.123469774666459,
27/06/20,0.0987535710883442,,0.0320826196385413,0.0001419910539362,3.83611765684594e-05,0.127370377359384,
28/06/20,-0.261510773297333,,0.0311740085729818,0.0001903605636711,4.14161437935123e-05,0.128406956444421,
29/06/20,0.060508595938543,,0.0308550792117944,0.0002510848990822,4.21583662134947e-05,0.12709505021864,
30/06/20,-0.497263856728068,,0.0352438783991633,0.0002642289691273,5.84447043632413e-05,0.125738363827548,
01/07/20,-0.697124032437705,,0.0372954614809311,0.0003192865372313,5.83161622058505e-05,0.125727098834616,
02/07/20,-1.10611420681278,,0.0409488401064122,0.0002345753796245,5.43211711283636e-05,0.126877563158357,
03/07/20,-1.00152139455242,,0.0374143362508517,0.0002761409236481,6.29903714318192e-05,0.127161058344827,
04/07/20,-1.10685342023312,,0.0408651531025157,0.0002599201063609,4.34221312193828e-05,0.127937359174927,
06/07/20,-1.12684646551055,,0.0405230970119391,0.0002886898243843,7.06863809196024e-05,0.126696145054372,
07/07/20,-1.12064599196641,,0.0342246338791158,0.00013985846343,5.01073854204672e-05,0.124203829640572,
08/07/20,-1.71927138534372,,0.0368781841475169,0.0001404073836925,3.22319144013751e-05,0.122725614537429,
09/07/20,-2.14055707048647,,0.0357429695935361,0.0002254833982478,4.40141511093704e-05,0.123062703616211,
10/07/20,-1.63615183488426,,0.0343505346990626,0.00021381251617,4.41431604122404e-05,0.12415014336976,
11/07/20,-0.761964823938536,,0.0332037258293716,0.0001732134146012,2.92370100141997e-05,0.125661067904187,
12/07/20,-1.17353786654657,,0.0327621798316923,0.0002319109594429,3.35979871095472e-05,0.122069959636442,
13/07/20,-0.455557404181332,,0.0316677259387154,0.0001706418606933,3.73930965562834e-05,0.12090762121526,
14/07/20,-1.02728298689836,,0.0320980946547189,0.0001871790136426,3.99118141500442e-05,0.125261839207753,
16/07/20,-1.29135868595854,,0.036344382396247,0.000140446121558,2.70715878295177e-05,0.123032640718267,
17/07/20,-1.25228437565436,,0.0380142273084238,0.0002891519549418,2.8979266405577e-05,0.122599131105928,
18/07/20,-1.56580716267228,,0.0348387397526792,0.0002243523513884,,0.117763382213532,
19/07/20,-2.16768174967117,,0.0364098548192254,,5.20097922378513e-05,0.119658963767349,
20/07/20,-1.92269070955359,,0.0334049762681865,,4.69943042951638e-05,0.123360867718712,
21/07/20,-1.12921038717295,,0.0309298470469411,0.0001644031914376,3.84210346416947e-05,0.121549620469643,
22/07/20,-1.71671400048392,,0.0319825428335775,0.0001295784574981,3.30278932825653e-05,0.125277317498868,
23/07/20,-1.51212950115974,,0.0333973153072171,0.000204019620402,2.84735387110217e-05,0.127069242860535,
24/07/20,-1.79380077237864,,0.0336843208944388,,3.86369584201614e-05,,
25/07/20,-2.72504267700706,,,0.0002318267110337,,0.125287739584361,
27/07/20,-1.22335578852743,,0.0334708376196665,0.0001328886762742,3.38676278540205e-05,0.12103135869504,
28/07/20,-1.30065171099238,,0.0346874235653743,0.0002037614346852,3.47104072498792e-05,0.122291155190429,
29/07/20,-1.10843698077393,,0.0359834185519725,0.0001955426234259,3.75923707958814e-05,0.122922622713887,
31/07/20,-2.17595048465361,,0.0353417722004991,0.0002133569365551,3.42400060625668e-05,0.121827769052119,
01/08/20,-1.2999929142999,,,0.0003079144306003,5.46910550736247e-05,0.120815167379941,
02/08/20,-1.08912108919301,,0.0340032508811169,0.000188380926267,3.22100164356711e-05,0.123164820618385,
03/08/20,-1.31682928281277,,0.0335832876884497,0.000287444535838,4.23276040094846e-05,0.122311847380778,
04/08/20,-1.49986958089044,,0.0332926520444685,0.0002577315995893,4.50922916216452e-05,0.122330544456624,
05/08/20,-1.09879869899449,,,,,0.120770128860113,
06/08/20,-1.04246819783426,,0.0339384816514142,0.0001042606214672,3.22326680011571e-05,0.11979809792097,
07/08/20,-1.75629466331831,,0.0322482780823126,8.53287802323421e-05,2.11348369393562e-05,0.120791100007916,
08/08/20,-1.83533795282153,,0.0333169654512389,0.0001447508902272,3.09258036526046e-05,0.120169348519414,
09/08/20,-1.43492103869863,,,,,0.120497954274327,
10/08/20,-2.68106186958521,,0.0356249120251884,0.0002048993034105,2.63414794709282e-05,0.117337885904702,
11/08/20,-2.18037261369105,,0.0373266685221207,0.0001820916304385,,0.117759788303573,
12/08/20,-0.706141375305034,,0.0349193058532586,0.000162165321254,3.38725799715133e-05,0.119834750088667,
13/08/20,-0.555870007033609,,,,,0.121786905304229,
14/08/20,-1.50336739327234,,0.0379290779119964,0.0001651497029834,2.7812172681998e-05,0.119959123685159,
15/08/20,-1.97115290032242,,0.0358495144500515,0.000109241481818,1.68365356627483e-05,0.122249106841685,
16/08/20,-2.05319570748644,,0.0354657236372351,0.0001797096633348,2.44173011356336e-05,0.12077680375175,
17/08/20,-0.826098948597112,,0.0350085239293808,0.0001151949997462,1.55321761530064e-05,0.121224375520457,
18/08/20,-1.30631351126388,,0.0347098363773752,0.0001867714809769,2.01500013931838e-05,0.120477646310164,
19/08/20,-0.744862759230928,,,,,0.121370811231241,
20/08/20,-1.70811182016446,,,,,0.120966905309747,
21/08/20,-2.22158467142815,,0.0355370339820201,0.000152168412241,2.02722225040449e-05,0.121785642897333,
22/08/20,-1.38825936220632,,0.033719486035951,0.0001081625882792,3.04592311816746e-05,0.121505523324155,
23/08/20,-1.01216374802959,,0.0338608327977971,7.13548867262679e-05,2.03833183194389e-05,0.120702262102418,
24/08/20,-1.38657212940507,,0.0322486894125118,9.26347647074428e-05,1.63323968819129e-05,0.11934701464459,
25/08/20,-1.29665738611275,,0.0319256065805869,,,0.121412391478566,
26/08/20,-1.56757946971171,,0.0315481518164121,0.0001155734300802,1.22582246115865e-05,0.117916005815332,
27/08/20,-2.13828942846211,,0.0316356973155278,0.0001794147708421,3.22926331123139e-05,0.117285629291093,
28/08/20,-0.636044666556499,,0.0333021572290896,0.0001443671088409,,0.119223567622585,
29/08/20,-1.6775166453856,,0.0331546647531741,0.000141502935318,2.67943779641231e-05,0.119536216546905,
30/08/20,-1.09009308902238,,0.0343261893985994,,,0.121383014907466,
31/08/20,-1.92377438091585,,0.0307060717226325,0.0001120629876239,1.97046800266995e-05,0.123786755837839,
01/09/20,-1.80978004744493,,0.0300271551636038,0.0001373763513691,2.60655187410479e-05,0.12390150559581,
02/09/20,-1.26310804172087,,0.03353166899632,0.0001453842225262,4.5723936719221e-05,0.121496867965385,
03/09/20,-1.68161568307242,,0.0340119490188587,0.0001111871969867,2.9870769762001e-05,0.124864589242146,
04/09/20,-1.66532677252208,,0.0335592604956499,0.0001574978824301,3.11043947116232e-05,0.123186682050668,
05/09/20,-2.35238344162489,,0.0345467647625989,0.000170311882812,3.66616863684225e-05,0.122123668857537,
06/09/20,-2.4204665044671,,0.0337333257980532,0.0001897155775389,3.52244578168077e-05,0.121212664778265,
07/09/20,-1.31710452332334,,0.0359966160596795,0.0002714695085033,6.45107400880715e-05,0.121134194844369,
08/09/20,-1.27413813292571,,0.0381142488133324,0.0002207856822057,4.19314965571856e-05,0.123917497241194,
09/09/20,-1.83939318471578,,0.0378734511725296,0.0002085955612328,3.57230498891254e-05,0.125584074801826,
10/09/20,-2.04336998121779,,0.0356838811707719,0.0002487511846632,4.32997151522393e-05,0.123060973856136,
11/09/20,-1.70587519738602,,0.0355415659227878,0.0002419786248618,5.20452981350875e-05,0.121768933650372,
12/09/20,-1.36123643732192,,0.0404759069458971,0.0003085772233095,5.08584507034427e-05,0.121025991568422,
13/09/20,-0.934754621158353,,0.0420685555229587,0.0001909192602984,3.48094879637219e-05,0.122140719638785,
14/09/20,-1.44056910704831,,0.0433582953456471,0.0001851575592016,4.07997264770946e-05,0.123366943627332,
15/09/20,-1.7745790891189,,0.0448831040521135,0.0002455374174444,5.05497100606519e-05,0.121393857475813,
16/09/20,-1.73915612279144,,0.0416479477014063,0.0002728254394346,4.34494577490236e-05,0.119625764289066,
17/09/20,-1.66888586122207,,0.0364494656205806,0.0002285260282993,4.04668495336865e-05,0.120575567171243,
18/09/20,-1.07152372075791,,0.0355783152005869,0.0001793036212733,4.70884888251823e-05,0.122443438758945,
19/09/20,-1.6325746335298,,0.0377102713588235,0.000183413499399,4.12916528717e-05,0.123104358306721,
20/09/20,-1.60590806624739,,0.0382254507559872,0.0002528390441891,5.31027746719114e-05,0.122288217372995,
21/09/20,-1.98240249330866,,0.0395735732717625,0.0002939811665253,5.39760055161596e-05,0.120527978885201,
22/09/20,-2.24469287451356,,0.0375839903285809,0.0001994479815358,2.97764379383417e-05,0.120932427219131,
23/09/20,-1.20528772046503,,0.0391765361418193,0.0002000570079432,3.89034714658641e-05,0.120378116307595,
24/09/20,-1.22343702792741,,0.0387899634482409,0.0002115106705755,4.04140416604856e-05,0.120375977059289,
25/09/20,-1.25716949795319,,0.0371480479292251,0.000216656654925,4.84633863764978e-05,0.119486140557654,
26/09/20,-1.47058671444705,,0.0335100193662357,0.0001566629249582,2.39325682876021e-05,0.119668562386245,
27/09/20,-1.26702275052255,,0.0368265959973538,0.0002024326104105,4.79169773176424e-05,0.120094901652967,
28/09/20,-0.746141105376642,,0.036670082729478,0.0002548647910543,4.66839304674691e-05,0.119955176282726,
29/09/20,-0.808661175182932,,0.0369116684306566,0.000163843187549,4.83542681015435e-05,0.1196094625912,
30/09/20,-0.911882016067125,,0.0366344214806423,0.0001996428473536,4.86344984219342e-05,0.118351800507731,
